*------------------------------------*
NEWD!P!0!templateshirt.JPG!skinAlan.jpg!shortsblue.jpg!shoesgreen.jpg!Alan.jpg!(16.173346, 4.0, -12.710232)
NEWD!A!1!shirtyellowbob.jpg!skinBob.jpg!shortsblue.jpg!shoesgreen.jpg!Bob.jpg!(-3.457903, 4.0, -15.473904)
NEWD!A!2!shirtyellowcarl.jpg!skinCarl.jpg!shortsblue.jpg!shoesgreen.jpg!Carl.jpg!(6.168316, 4.0, -29.671833)
NEWD!A!3!shirtyellowalan.jpg!skinAlan.jpg!shortsblue.jpg!shoesgreen.jpg!Alan.jpg!(-17.764969, 4.0, -6.7719765)
NEWD!A!4!templateshirt.JPG!skinBob.jpg!shortsblue.jpg!shoesgreen.jpg!Bob.jpg!(19.696398, 4.0, -34.025604)
NEWD!A!5!templateshirt.JPG!skinCarl.jpg!shortsblue.jpg!shoesgreen.jpg!Carl.jpg!(27.768633, 4.0, -32.924862)
0$B(0.0, -4.1499996, 0.0)$0P$(16.173346, 4.0, -12.710232)$270.0$0$0.0$1A$(-3.457903, 4.0, -15.473904)$82.83015$0$0.0$2A$(6.168316, 4.0, -29.671833)$29.69126$1$4.0$3A$(-17.764969, 4.0, -6.7719765)$100.768234$1$4.0$4A$(19.696398, 4.0, -34.025604)$293.6322$0$0.0$5A$(27.768633, 4.0, -32.924862)$288.81808$0$0.0$
13$B(16.309088, 3.1138675, -14.235488)$0P$(16.173347, 4.0784283, -12.7101555)$270.0$0$0.0$1A$(-3.187589, 4.0747237, -15.723518)$123.56316$1$4.0$2A$(6.3916774, 4.0655465, -28.931795)$19.69126$1$4.0$3A$(-17.097101, 4.0591717, -7.1769037)$118.21632$1$4.0$4A$(18.984015, 4.0538, -34.18172)$269.57993$1$4.0$5A$(27.062431, 4.074931, -32.98698)$260.09683$1$4.0$
14$B(16.309088, 3.1138675, -14.235488)$0P$(16.173347, 4.078437, -12.71015)$270.0$0$0.0$1A$(-3.1419349, 4.0753136, -15.766256)$125.96754$1$4.0$2A$(6.40909, 4.067965, -28.874113)$19.69126$1$4.0$3A$(-17.047222, 4.062966, -7.207507)$118.21632$1$4.0$4A$(18.917463, 4.051075, -34.177814)$269.57993$1$4.0$5A$(27.005991, 4.0756397, -33.0135)$262.5012$1$4.0$
15$B(16.309088, 3.113876, -14.235482)$0P$(16.173347, 4.078437, -12.71015)$270.0$0$0.0$1A$(-3.1419349, 4.0753136, -15.766256)$126.87331$1$4.0$2A$(6.40909, 4.067965, -28.874113)$19.69126$1$4.0$3A$(-17.047222, 4.062966, -7.207507)$118.21632$1$4.0$4A$(18.917463, 4.051075, -34.177814)$269.57993$1$4.0$5A$(27.005991, 4.0756397, -33.0135)$263.40695$1$4.0$
16$B(16.309088, 3.113876, -14.235482)$0P$(16.173347, 4.078519, -12.710146)$270.0$0$0.0$1A$(-3.0963516, 4.0758877, -15.809079)$128.87025$1$4.0$2A$(6.4283614, 4.06524, -28.810293)$19.69126$1$4.0$3A$(-16.990435, 4.0602407, -7.242429)$118.21632$1$4.0$4A$(18.850958, 4.04835, -34.17319)$269.57993$1$4.0$5A$(26.94374, 4.0764127, -33.013706)$265.4039$1$4.0$
17$B(16.309088, 3.1139581, -14.235478)$0P$(16.173347, 4.078519, -12.710146)$270.0$0$0.0$1A$(-3.0963516, 4.0758877, -15.809079)$128.87025$1$4.0$2A$(6.4283614, 4.06524, -28.810293)$19.69126$1$4.0$3A$(-16.990435, 4.0602407, -7.242429)$118.21632$1$4.0$4A$(18.850958, 4.04835, -34.17319)$270.45056$1$4.0$5A$(26.94374, 4.0764127, -33.013706)$264.53326$1$4.0$
18$B(16.309088, 3.1139581, -14.235478)$0P$(16.173347, 4.078334, -12.710139)$270.0$0$0.0$1A$(-3.0507417, 4.0763535, -15.85207)$128.87025$1$4.0$2A$(6.4457507, 4.0677233, -28.75269)$19.69126$1$4.0$3A$(-16.94038, 4.063822, -7.2732577)$118.21632$1$4.0$4A$(18.796297, 4.054268, -34.16167)$268.30447$1$4.0$5A$(26.88848, 4.077192, -33.042297)$266.67935$1$4.0$
19$B(16.309088, 3.113773, -14.235472)$0P$(16.173347, 4.078334, -12.710139)$270.0$0$0.0$1A$(-3.0507417, 4.0763535, -15.85207)$128.87025$1$4.0$2A$(6.4457507, 4.0677233, -28.75269)$19.69126$1$4.0$3A$(-16.94038, 4.063822, -7.2732577)$118.21632$1$4.0$4A$(18.796297, 4.054268, -34.16167)$269.15482$1$4.0$5A$(26.88848, 4.077192, -33.042297)$265.829$1$4.0$
20$B(16.309088, 3.113773, -14.235472)$0P$(16.173347, 4.078334, -12.710139)$270.0$0$0.0$1A$(-3.0507417, 4.0763535, -15.85207)$128.87025$1$4.0$2A$(6.4457507, 4.0677233, -28.75269)$19.69126$1$4.0$3A$(-16.94038, 4.063822, -7.2732577)$118.21632$1$4.0$4A$(18.796297, 4.054268, -34.16167)$268.36984$1$4.0$5A$(26.88848, 4.077192, -33.042297)$265.829$1$4.0$
21$B(16.309088, 3.113773, -14.235472)$0P$(16.173347, 4.0784283, -12.7101345)$270.0$0$0.0$1A$(-3.0052907, 4.076912, -15.895024)$128.87025$1$4.0$2A$(6.4633245, 4.069695, -28.694471)$19.69126$1$4.0$3A$(-16.883654, 4.0610967, -7.3082786)$118.21632$1$4.0$4A$(18.737799, 4.0515428, -34.193645)$266.2824$1$4.0$5A$(26.826975, 4.07817, -33.049385)$263.74158$1$4.0$
22$B(16.309088, 3.1138675, -14.235467)$0P$(16.173347, 4.0784283, -12.7101345)$270.0$0$0.0$1A$(-3.0052907, 4.076912, -15.895024)$128.87025$1$4.0$2A$(6.4633245, 4.069695, -28.694471)$19.69126$1$4.0$3A$(-16.883654, 4.0610967, -7.3082786)$118.21632$1$4.0$4A$(18.737799, 4.0515428, -34.193645)$265.32996$1$4.0$5A$(26.826975, 4.07817, -33.049385)$264.69403$1$4.0$
23$B(16.309088, 3.1138675, -14.235467)$0P$(16.173347, 4.078622, -12.710131)$270.0$0$0.0$1A$(-2.9599247, 4.0774364, -15.938115)$128.87025$1$4.0$2A$(6.482596, 4.06697, -28.630651)$19.69126$1$4.0$3A$(-16.833504, 4.064528, -7.339297)$118.21632$1$4.0$4A$(18.675896, 4.0488176, -34.21839)$267.54718$1$4.0$5A$(26.765274, 4.072345, -33.043854)$262.4768$1$4.0$
24$B(16.309088, 3.114061, -14.235463)$0P$(16.173347, 4.078622, -12.710131)$270.0$0$0.0$1A$(-2.9599247, 4.0774364, -15.938115)$128.87025$1$4.0$2A$(6.482596, 4.06697, -28.630651)$19.69126$1$4.0$3A$(-16.833504, 4.064528, -7.339297)$118.21632$1$4.0$4A$(18.675896, 4.0488176, -34.21839)$268.4328$1$4.0$5A$(26.765274, 4.072345, -33.043854)$261.5912$1$4.0$
25$B(16.309088, 3.114061, -14.235463)$0P$(16.173347, 4.0785217, -12.710121)$270.0$0$0.0$1A$(-2.9142969, 4.077596, -15.981643)$128.87025$1$4.0$2A$(6.5001116, 4.069103, -28.572628)$19.69126$1$4.0$3A$(-16.776825, 4.061803, -7.3743944)$118.21632$1$4.0$4A$(18.610327, 4.0460925, -34.20634)$266.38715$1$4.0$5A$(26.707308, 4.0735893, -33.064957)$259.54553$1$4.0$
26$B(16.309088, 3.113961, -14.235454)$0P$(16.173347, 4.0785217, -12.710121)$270.0$0$0.0$1A$(-2.9142969, 4.077596, -15.981643)$128.87025$1$4.0$2A$(6.5001116, 4.069103, -28.572628)$19.69126$1$4.0$3A$(-16.776825, 4.061803, -7.3743944)$118.21632$1$4.0$4A$(18.610327, 4.0460925, -34.20634)$267.3249$1$4.0$5A$(26.707308, 4.0735893, -33.064957)$260.48328$1$4.0$
27$B(16.309088, 3.113961, -14.235454)$0P$(16.173347, 4.0785217, -12.710121)$270.0$0$0.0$1A$(-2.9142969, 4.077596, -15.981643)$128.87025$1$4.0$2A$(6.5001116, 4.069103, -28.572628)$19.69126$1$4.0$3A$(-16.776825, 4.061803, -7.3743944)$118.21632$1$4.0$4A$(18.610327, 4.0460925, -34.20634)$268.1953$1$4.0$5A$(26.707308, 4.0735893, -33.064957)$259.61285$1$4.0$
28$B(16.309088, 3.113961, -14.235454)$0P$(16.173347, 4.07852, -12.710115)$270.0$0$0.0$1A$(-2.8687034, 4.077722, -16.025269)$128.87025$1$4.0$2A$(6.519383, 4.0663776, -28.508808)$19.69126$1$4.0$3A$(-16.72018, 4.0590777, -7.4095483)$118.21632$1$4.0$4A$(18.555649, 4.052472, -34.198193)$266.2109$1$4.0$5A$(26.647482, 4.074629, -33.080997)$259.61285$1$4.0$
29$B(16.309088, 3.113959, -14.235448)$0P$(16.173347, 4.07852, -12.710115)$270.0$0$0.0$1A$(-2.8687034, 4.077722, -16.025269)$128.87025$1$4.0$2A$(6.519383, 4.0663776, -28.508808)$19.69126$1$4.0$3A$(-16.72018, 4.0590777, -7.4095483)$118.21632$1$4.0$4A$(18.555649, 4.052472, -34.198193)$266.2109$1$4.0$5A$(26.647482, 4.074629, -33.080997)$258.6646$1$4.0$
30$B(16.309088, 3.113959, -14.235448)$0P$(16.17335, 4.078622, -12.71011)$270.0$0$0.0$1A$(-2.8238971, 4.0785446, -16.068302)$130.99564$1$4.0$2A$(6.536854, 4.0686345, -28.450933)$19.69126$1$4.0$3A$(-16.670534, 4.062911, -7.4404254)$118.21632$1$4.0$4A$(18.488987, 4.049747, -34.199)$264.0855$1$4.0$5A$(26.587921, 4.075568, -33.09839)$258.6646$1$4.0$
31$B(16.30909, 3.114061, -14.235442)$0P$(16.17335, 4.078622, -12.71011)$270.0$0$0.0$1A$(-2.8238971, 4.0785446, -16.068302)$130.99564$1$4.0$2A$(6.536854, 4.0686345, -28.450933)$19.69126$1$4.0$3A$(-16.670534, 4.062911, -7.4404254)$118.21632$1$4.0$4A$(18.488987, 4.049747, -34.199)$264.0855$1$4.0$5A$(26.587921, 4.075568, -33.09839)$258.6646$1$4.0$
32$B(16.30909, 3.114061, -14.235442)$0P$(16.17335, 4.078622, -12.71011)$270.0$0$0.0$1A$(-2.8238971, 4.0785446, -16.068302)$130.99564$1$4.0$2A$(6.536854, 4.0686345, -28.450933)$19.69126$1$4.0$3A$(-16.670534, 4.062911, -7.4404254)$118.21632$1$4.0$4A$(18.488987, 4.049747, -34.199)$264.8669$1$4.0$5A$(26.587921, 4.075568, -33.09839)$258.6646$1$4.0$
33$B(16.30909, 3.114061, -14.235442)$0P$(16.173346, 4.078428, -12.710102)$270.0$0$0.0$1A$(-2.7758758, 4.0758195, -16.114546)$130.99564$1$4.0$2A$(6.554492, 4.070428, -28.392502)$19.69126$1$4.0$3A$(-16.613955, 4.060186, -7.4756846)$118.21632$1$4.0$4A$(18.422495, 4.047022, -34.194183)$262.92706$1$4.0$5A$(26.526445, 4.076436, -33.10732)$260.60443$1$4.0$
34$B(16.309086, 3.113867, -14.235435)$0P$(16.173346, 4.078428, -12.710102)$270.0$0$0.0$1A$(-2.7758758, 4.0758195, -16.114546)$130.99564$1$4.0$2A$(6.554492, 4.070428, -28.392502)$19.69126$1$4.0$3A$(-16.613955, 4.060186, -7.4756846)$118.21632$1$4.0$4A$(18.422495, 4.047022, -34.194183)$262.04193$1$4.0$5A$(26.526445, 4.076436, -33.10732)$260.60443$1$4.0$
35$B(16.309086, 3.113867, -14.235435)$0P$(16.173346, 4.0785227, -12.710097)$270.0$0$0.0$1A$(-2.7306786, 4.0761647, -16.158213)$130.99564$1$4.0$2A$(6.5737634, 4.067703, -28.328682)$19.69126$1$4.0$3A$(-16.5641, 4.0637774, -7.5068116)$118.21632$1$4.0$4A$(18.369762, 4.0532193, -34.211525)$262.04193$1$4.0$5A$(26.464151, 4.076912, -33.11397)$258.5328$1$4.0$
36$B(16.309086, 3.113962, -14.23543)$0P$(16.173346, 4.0785227, -12.710097)$270.0$0$0.0$1A$(-2.7306786, 4.0761647, -16.158213)$130.99564$1$4.0$2A$(6.5737634, 4.067703, -28.328682)$19.69126$1$4.0$3A$(-16.5641, 4.0637774, -7.5068116)$118.21632$1$4.0$4A$(18.369762, 4.0532193, -34.211525)$262.04193$1$4.0$5A$(26.464151, 4.076912, -33.11397)$257.4731$1$4.0$
37$B(16.309086, 3.113962, -14.23543)$0P$(16.173346, 4.0785227, -12.710097)$270.0$0$0.0$1A$(-2.7306786, 4.0761647, -16.158213)$130.99564$1$4.0$2A$(6.5737634, 4.067703, -28.328682)$19.69126$1$4.0$3A$(-16.5641, 4.0637774, -7.5068116)$118.21632$1$4.0$4A$(18.369762, 4.0532193, -34.211525)$262.9465$1$4.0$5A$(26.464151, 4.076912, -33.11397)$258.3777$1$4.0$
38$B(16.309086, 3.113962, -14.23543)$0P$(16.173346, 4.0784307, -12.710091)$270.0$0$0.0$1A$(-2.6854863, 4.0764217, -16.202045)$130.99564$1$4.0$2A$(6.5913305, 4.069692, -28.270487)$19.69126$1$4.0$3A$(-16.507578, 4.0610523, -7.5421634)$118.21632$1$4.0$4A$(18.303556, 4.050494, -34.203697)$262.9465$1$4.0$5A$(26.401806, 4.077546, -33.11101)$258.3777$1$4.0$
39$B(16.309086, 3.11387, -14.235423)$0P$(16.173346, 4.0784307, -12.710091)$270.0$0$0.0$1A$(-2.6854863, 4.0764217, -16.202045)$130.99564$1$4.0$2A$(6.5913305, 4.069692, -28.270487)$19.69126$1$4.0$3A$(-16.507578, 4.0610523, -7.5421634)$118.21632$1$4.0$4A$(18.303556, 4.050494, -34.203697)$263.9001$1$4.0$5A$(26.401806, 4.077546, -33.11101)$258.3777$1$4.0$
40$B(16.309086, 3.11387, -14.235423)$0P$(16.173346, 4.078335, -12.710086)$270.0$0$0.0$1A$(-2.6403067, 4.076613, -16.246012)$130.99564$1$4.0$2A$(6.609056, 4.071255, -28.211779)$19.69126$1$4.0$3A$(-16.457584, 4.0644703, -7.5734777)$118.21632$1$4.0$4A$(18.236902, 4.047769, -34.202442)$263.9001$1$4.0$5A$(26.341753, 4.0788217, -33.124123)$255.99991$1$4.0$
41$B(16.309086, 3.113774, -14.235418)$0P$(16.173346, 4.078335, -12.710086)$270.0$0$0.0$1A$(-2.6403067, 4.076613, -16.246012)$130.99564$1$4.0$2A$(6.609056, 4.071255, -28.211779)$19.69126$1$4.0$3A$(-16.457584, 4.0644703, -7.5734777)$118.21632$1$4.0$4A$(18.236902, 4.047769, -34.202442)$264.85834$1$4.0$5A$(26.341753, 4.0788217, -33.124123)$255.99991$1$4.0$
42$B(16.309086, 3.113774, -14.235418)$0P$(16.173346, 4.078622, -12.710081)$270.0$0$0.0$1A$(-2.5955973, 4.077181, -16.28971)$130.99564$1$4.0$2A$(6.6283274, 4.06853, -28.147959)$19.69126$1$4.0$3A$(-16.401117, 4.061745, -7.608916)$118.21632$1$4.0$4A$(18.172031, 4.045044, -34.187073)$267.17136$1$4.0$5A$(26.276566, 4.0760965, -33.138092)$258.31293$1$4.0$
43$B(16.309086, 3.114061, -14.235414)$0P$(16.173346, 4.078622, -12.710081)$270.0$0$0.0$1A$(-2.5955973, 4.077181, -16.28971)$130.99564$1$4.0$2A$(6.6283274, 4.06853, -28.147959)$19.69126$1$4.0$3A$(-16.401117, 4.061745, -7.608916)$118.21632$1$4.0$4A$(18.172031, 4.045044, -34.187073)$266.36566$1$4.0$5A$(26.276566, 4.0760965, -33.138092)$259.11862$1$4.0$
44$B(16.309086, 3.114061, -14.235414)$0P$(16.173347, 4.0784283, -12.710068)$270.0$0$0.0$1A$(-2.5506535, 4.0774446, -16.333748)$130.99564$1$4.0$2A$(6.6459527, 4.0703573, -28.089571)$19.69126$1$4.0$3A$(-16.351036, 4.065024, -7.6404157)$118.21632$1$4.0$4A$(18.118979, 4.051636, -34.201645)$268.3169$1$4.0$5A$(26.212841, 4.0756884, -33.141853)$259.11862$1$4.0$
45$B(16.309088, 3.1138675, -14.2354)$0P$(16.173347, 4.0784283, -12.710068)$270.0$0$0.0$1A$(-2.5506535, 4.0774446, -16.333748)$130.99564$1$4.0$2A$(6.6459527, 4.0703573, -28.089571)$19.69126$1$4.0$3A$(-16.351036, 4.065024, -7.6404157)$118.21632$1$4.0$4A$(18.118979, 4.051636, -34.201645)$269.14505$1$4.0$5A$(26.212841, 4.0756884, -33.141853)$259.11862$1$4.0$
46$B(16.309088, 3.1138675, -14.2354)$0P$(16.173347, 4.0784283, -12.710068)$270.0$0$0.0$1A$(-2.5506535, 4.0774446, -16.333748)$130.99564$1$4.0$2A$(6.6459527, 4.0703573, -28.089571)$19.69126$1$4.0$3A$(-16.351036, 4.065024, -7.6404157)$118.21632$1$4.0$4A$(18.118979, 4.051636, -34.201645)$268.39038$1$4.0$5A$(26.212841, 4.0756884, -33.141853)$259.8733$1$4.0$
47$B(16.309088, 3.1138675, -14.2354)$0P$(16.173347, 4.0784283, -12.710063)$270.0$0$0.0$1A$(-2.5053334, 4.0772376, -16.378305)$130.99564$1$4.0$2A$(6.665224, 4.067632, -28.025751)$19.69126$1$4.0$3A$(-16.29463, 4.062299, -7.6759524)$118.21632$1$4.0$4A$(18.05555, 4.048911, -34.22217)$266.45425$1$4.0$5A$(26.149372, 4.075538, -33.14389)$257.93716$1$4.0$
48$B(16.309088, 3.1138675, -14.235395)$0P$(16.173347, 4.0784283, -12.710063)$270.0$0$0.0$1A$(-2.5053334, 4.0772376, -16.378305)$130.99564$1$4.0$2A$(6.665224, 4.067632, -28.025751)$19.69126$1$4.0$3A$(-16.29463, 4.062299, -7.6759524)$118.21632$1$4.0$4A$(18.05555, 4.048911, -34.22217)$265.24396$1$4.0$5A$(26.149372, 4.075538, -33.14389)$259.14746$1$4.0$
49$B(16.309088, 3.1138675, -14.235395)$0P$(16.173347, 4.078437, -12.710058)$270.0$0$0.0$1A$(-2.460583, 4.077501, -16.42254)$130.99564$1$4.0$2A$(6.68278, 4.069653, -27.967596)$19.69126$1$4.0$3A$(-16.23825, 4.0595737, -7.711531)$118.21632$1$4.0$4A$(17.995108, 4.046186, -34.2503)$267.20242$1$4.0$5A$(26.086193, 4.0752935, -33.151466)$261.10593$1$4.0$
50$B(16.309088, 3.113876, -14.235391)$0P$(16.173347, 4.078437, -12.710058)$270.0$0$0.0$1A$(-2.460583, 4.077501, -16.42254)$130.99564$1$4.0$2A$(6.68278, 4.069653, -27.967596)$19.69126$1$4.0$3A$(-16.23825, 4.0595737, -7.711531)$118.21632$1$4.0$4A$(17.995108, 4.046186, -34.2503)$266.3299$1$4.0$5A$(26.086193, 4.0752935, -33.151466)$261.10593$1$4.0$
51$B(16.309088, 3.113876, -14.235391)$0P$(16.173347, 4.078437, -12.710058)$270.0$0$0.0$1A$(-2.460583, 4.077501, -16.42254)$130.99564$1$4.0$2A$(6.68278, 4.069653, -27.967596)$19.69126$1$4.0$3A$(-16.23825, 4.0595737, -7.711531)$118.21632$1$4.0$4A$(17.995108, 4.046186, -34.2503)$265.39313$1$4.0$5A$(26.086193, 4.0752935, -33.151466)$260.16916$1$4.0$
52$B(16.309088, 3.113876, -14.235391)$0P$(16.173347, 4.078521, -12.710054)$270.0$0$0.0$1A$(-2.4154663, 4.077274, -16.46734)$130.99564$1$4.0$2A$(6.700487, 4.071254, -27.908937)$19.69126$1$4.0$3A$(-16.188702, 4.0632863, -7.74286)$118.21632$1$4.0$4A$(17.929682, 4.043461, -34.263103)$267.38824$1$4.0$5A$(26.024654, 4.075222, -33.16674)$262.16428$1$4.0$
53$B(16.309088, 3.11396, -14.235387)$0P$(16.173347, 4.078521, -12.710054)$270.0$0$0.0$1A$(-2.4154663, 4.077274, -16.46734)$130.99564$1$4.0$2A$(6.700487, 4.071254, -27.908937)$19.69126$1$4.0$3A$(-16.188702, 4.0632863, -7.74286)$118.21632$1$4.0$4A$(17.929682, 4.043461, -34.263103)$268.204$1$4.0$5A$(26.024654, 4.075222, -33.16674)$262.16428$1$4.0$
54$B(16.309088, 3.11396, -14.235387)$0P$(16.173346, 4.0782413, -12.710048)$270.0$0$0.0$1A$(-2.3709466, 4.077553, -16.511776)$130.99564$1$4.0$2A$(6.7197585, 4.0685287, -27.845118)$19.69126$1$4.0$3A$(-16.132387, 4.060561, -7.77854)$118.21632$1$4.0$4A$(17.87528, 4.050406, -34.258785)$268.204$1$4.0$5A$(25.962234, 4.075214, -33.177395)$262.16428$1$4.0$
55$B(16.309086, 3.1136806, -14.23538)$0P$(16.173346, 4.0782413, -12.710048)$270.0$0$0.0$1A$(-2.3709466, 4.077553, -16.511776)$130.99564$1$4.0$2A$(6.7197585, 4.0685287, -27.845118)$19.69126$1$4.0$3A$(-16.132387, 4.060561, -7.77854)$118.21632$1$4.0$4A$(17.87528, 4.050406, -34.258785)$267.3936$1$4.0$5A$(25.962234, 4.075214, -33.177395)$262.16428$1$4.0$
